[00:00:00] 痛苦痛苦的哀愁，
[01:38:01] 然后下面我觉得字数还不够怎么办？
[01:38:04] 再来看看材料当中还有没有对策，
[01:38:06] 大家看到这个不仅如此了吗？
[01:38:09] 不仅如此，
[01:38:10] 请问代表什么关系？
[01:38:11] 是不是代表一个递进的关系啊？
[01:38:15] 那么只要你前面幸福码平台是一个对策，
[01:38:19] 说了下面这个政策意见，
[01:38:21] 整合资源，
[01:38:22] 提供保障。
[01:38:23] 然后呢？
[01:38:23] 就是我也要把它说下来，
[01:38:25] 所以我就把它也写下来，
[01:38:27] 这个你就直接摘抄也就行了，
[01:38:30] 下面我就直接把，
[01:38:31] 不仅如此，
[01:38:32] 也写一下大家看。
[01:38:33] 叫不仅如此。
[01:38:36] 稍等哎，
[01:38:37] 不好意思，
[01:38:37] 稍等一下，
[01:38:38] 大家看叫不仅如此，
[01:38:40] 这个你就可以稍微改写一下，
[01:38:42] 直接摘抄，
[01:38:43] 大家觉得可以吗？
[01:38:44] 好了，
[01:38:45] 写完了这个之后，
[01:38:46] 例子也就举完了，
[01:38:48] 然后我想写一点对策。
[01:38:50] 我问大家一下对策，
[01:38:52] 就是对于特殊群体，
[01:38:53] 这个对策如果我还让大家列一个主体分析。
[01:38:58] 大家觉得好练吗？
[01:38:59] 对于特殊群体，
[01:39:00] 你们能够想到的就是啊，
[01:39:03] 主体涉及到谁？
[01:39:04] 比如说政府行不行？
[01:39:06] 比如说社会组织行不行？
[01:39:08] 比如说企业行不行？
[01:39:10] 那么比如说公众行不行？
[01:39:13] 好了，
[01:39:13] 我问大家一下政府，
[01:39:15] 你能够想到什么关键词？
[01:39:18] 政府我们往往对特殊群体，
[01:39:20] 如果用刚才的给大家讲的两个词，
[01:39:24] 一个是政策行不行？
[01:39:26] 还有一个是资金行不行？
[01:39:28] 你会发现完全是没有问题的，
[01:39:30] 那么我问大家一下，
[01:39:32] 如果我不想说政策资金的话，
[01:39:34] 我直接再加一个技术，
[01:39:36] 大家觉得行不行？
[01:39:37] 行不行也没有问题啊，
[01:39:40] 我只是给大家再回过头去论证一下好了，
[01:39:44] 我问大家一下，
[01:39:45] 你觉得企业。
[01:39:46] 这个主体对于我们特殊群体有什么好处？
[01:39:50] 大家能够告诉我吗？
[01:39:52] 也就是说，
[01:39:52] 企业为特殊群体能够干什么事情？
[01:39:55] 企业对社会群体应该能够提供岗位，
[01:39:59] 各位就我们公司呢，
[01:40:01] 就我这个小公司啊，
[01:40:03] 就有就有那个残疾人啊，
[01:40:05] 坐在坐在轮椅上的。
[01:40:07] 你坐在轮椅上的，
[01:40:08] 他一直要考公务员，
[01:40:10] 然后呢？
[01:40:10] 没考上，
[01:40:11] 然后呢？
[01:40:11] 每次的话呢，
[01:40:12] 就给我发私信，
[01:40:13] 后来我就说你，
[01:40:14] 你是干什么工作的，
[01:40:16] 他说老师，
[01:40:17] 我是一个残疾人。
[01:40:18] 后来的话呢，
[01:40:19] 我就把我的课都免费送给他了，
[01:40:21] 后来他说他这个比较困难，
[01:40:23] 我就让他们呢让让他呢跟着我后边的话呢，
[01:40:26] 做一点克服的工作。
[01:40:28] 反正就是这种情况，
[01:40:29] 然后呢，
[01:40:29] 想干就干，
[01:40:30] 不想干就不干，
[01:40:31] 所以的话呢，
[01:40:32] 弄得我的客服的质量也不是特别高，
[01:40:34] 但是呢，
[01:40:35] 也无所谓，
[01:40:35] 因为呢，
[01:40:36] 你们可能不知不知道哈，
[01:40:37] 企业里面。
[01:40:38] 就是那个雇用残疾人的话。
[01:40:40] 有可以给减免一定的税收，
[01:40:43] 大家知道这个事吧，
[01:40:44] 当然我一开始是不知道的哈，
[01:40:47] 我一开始是不知道的。
[01:40:49] 这个是这个是那个我我这几年我也没让没让减免税收，
[01:40:53] 这是这次那个那个我们的财务告诉我有这个事情，
[01:40:57] 我都不知道有这个事。
[01:40:59] 好了，
[01:40:59] 这个我们提供就业岗位好了，
[01:41:02] 我问大家一下，
[01:41:03] 还有你觉得公众对于这些特殊群体最重要的要干什么？
[01:41:07] 哪位同学可以告诉我？
[01:41:09] 就是我们是一个社会公众，
[01:41:11] 我们在社会上见到一个残疾人，
[01:41:13] 或见到一个困难的人，
[01:41:15] 或者真的是流浪街头了，
[01:41:17] 我们要干什么？
[01:41:18] 我们对他们要有一个理解，
[01:41:19] 要有个关爱，
[01:41:20] 我们不要对他们有偏见，
[01:41:22] 有歧视。
[01:41:22] 我们要对他们有一个包容友好，
[01:41:25] 你能够想到这几个词，
[01:41:27] 任何一个词，
[01:41:28] 这个对上不就出来了吗？
[01:41:29] 现在听懂了吗？
[01:41:31] 好了，
[01:41:31] 那么最后你就是要回扣我们的总论点，
[01:41:35] 怎么回扣总论点就是增加句子，
[01:41:38] 你看这个就是增加句子。
[01:41:41] 好了，
[01:41:41] 然后接着来讲，
[01:41:43] 就是守护特殊群体，
[01:41:44] 携手特殊群体，
[01:41:46] 凝聚各方力量，
[01:41:47] 然后传递城市暖意。
[01:41:49] 那么，
[01:41:50] 传递城市暖意，
[01:41:51] 然后呢，
[01:41:51] 建设全林友好型城市，
[01:41:53] 建设全林友好型城市，
[01:41:55] 稍微的把它改写一下也就可以了。
[01:41:57] 现在大家觉得可以过的话，
[01:41:59] 就给老师打个过好吧，
[01:42:01] 现在给大家可以过的话，
[01:42:03] 就给老师打个过，
[01:42:04] 那么我问大家一下，
[01:42:05] 这一段还是给大家演示了一个。
[01:42:08] 抄字数的写法，
[01:42:09] 那么如果在考试的时候，
[01:42:11] 我想不到这个名言警句，
[01:42:13] 大家觉得可以不可以吧？
[01:42:14] 那么另外一个我反过来问大家一下。
[01:42:17] 这句名言警句，
[01:42:19] 你觉得你最好是把它背下来还是不背下来？
[01:42:22] 哪位同学可以告诉我？
[01:42:24] 如果你在写对策的时候遇到主体分析，
[01:42:27] 从不同的主体去提对策的话，
[01:42:30] 大家觉得这个名言警句是不是直接可以用啊？
[01:42:33] 那么，
[01:42:34] 这个名言警句大家觉得你觉得精彩，
[01:42:37] 不能不能在考试的时候给你加一分啊，
[01:42:40] 能吧你数量关系。
[01:42:41] 拼死拼活的学两个月，
[01:42:43] 能够做对一道题也就加个零点八分到零点八零点九分，
[01:42:48] 各位这一句话就把它搞定了行吗？
[01:42:51] 而且你数量关系，
[01:42:53] 你学了，
[01:42:53] 你到最后都做不到，
[01:42:54] 有什么用呢？
[01:42:55] 是不是哎呀？
[01:42:56] 好，
[01:42:56] 也就给大家搞定了啊，
[01:42:58] 昨天真的有个同学说老师，
[01:43:00] 我现在每次都是52分行测，
[01:43:03] 我要不要学数量？
[01:43:04] 你说我怎么回答你呢？
[01:43:06] 是吧？
[01:43:06] 我恨不得把你脑壳都给你敲敲掉，
[01:43:09] 你还要不要学数量哎哎呀，
[01:43:12] 我的妈呀。
[01:43:12] 你考到65分，
[01:43:14] 再去学学数量行吗？
[01:43:15] 不考到65分，
[01:43:17] 踏踏实实的把三大模块，
[01:43:19] 还有政治理论先搞一下。
[01:43:21] 好不好？
[01:43:22] 好了。
[01:43:22] 你你还要最，
[01:43:24] 这不就叫最后的倔强吗？
[01:43:26] 你说你倔强这个干啥？
[01:43:28] 还最后一下来个倔强嗯。
[01:43:31] 好了，
[01:43:31] 大家看，
[01:43:31] 如果你不会写的话，
[01:43:33] 纯小白那么也没关系哈，
[01:43:34] 守护特殊群体既是黎族新发展阶段的核心支撑，
[01:43:37] 又是构建新发展格局的内在要求，
[01:43:40] 更是统筹推进五一一体总体布局的根本保证。
[01:43:42] 我国近些年高度重视特殊群体工作，
[01:43:45] 成绩有目共睹。
[01:43:46] 我们也看到，
[01:43:47] 一二三为此，
[01:43:48] 我们要怎么样直接套很简单。
[01:43:51] 好吧，
[01:43:51] 再接着给大家往下走，
[01:43:53] 大家来看一下，
[01:43:54] 下面要写一个结尾，
[01:43:56] 大家看这是一个开头，
[01:43:58] 结尾最好要和开头怎么样？
[01:44:00] 做到首尾。
[01:44:02] 呼应一起把它搞定。
[01:44:05] 好了，
[01:44:06] 你这个开头给我来了这句话，
[01:44:09] 然后我问大家一下，
[01:44:11] 这句话是怎么来的？
[01:44:13] 这句话是怎么来的？
[01:44:14] 一件一件抓落实，
[01:44:15] 一年一年接着干，
[01:44:17] 这句话是怎么来的？
[01:44:18] 这句话就是从材料当中来的。
[01:44:21] 大家记得吧，
[01:44:22] 从材料当中哪里来的这个材料当中，
[01:44:24] 这个人先讲了这句话，
[01:44:26] 然后这个人又讲了这句话，
[01:44:28] 就是c市的那个老王是吧？
[01:44:30] 然后呢？
[01:44:31] 别着急，
[01:44:32] 下面这句话是在说哪个要素？
[01:44:34] 有没有同学告诉我这句话是不是就是在说影响啊？
[01:44:39] 那么，
[01:44:39] 这句话受影响是怎么写出来的？
[01:44:42] 是不是用了一个举例子的方式？
[01:44:45] 写了一个影响啊，
[01:44:47] 那么我们也用举例子的方式，
[01:44:49] 一老一幼的例子，
[01:44:51] 青年的例子，
[01:44:52] 特殊人群的例子。
[01:44:54] 那么，
[01:44:54] 它的影响就是对城市的影响，
[01:44:57] 大家觉得可以吗？
[01:44:58] 然后最后来一句就是啊，
[01:45:01] 呼吁展望号召。
[01:45:02] 最后来一句呼吁展望号召也就可以了，
[01:45:05] 最后来一句呼吁展望号召，
[01:45:07] 最后来一句呼吁展望。
[01:45:09] 号召也就可以了，
[01:45:10] 大家觉得可以过的话就给老师打个一各位，
[01:45:14] 当然你中间的话呢，
[01:45:15] 可以加一个。
[01:45:16] 加一个这种万能的背景句，
[01:45:18] 放在上面也没有问题，
[01:45:20] 但是如果你最后只剩了五分钟。
[01:45:22] 大家觉得应该怎么搞定？
[01:45:24] 大家觉得如果最后只剩了五分钟，
[01:45:27] 应该怎么搞定？
[01:45:28] 最后如果你只剩了五分钟的话，
[01:45:31] 各位直接就上才艺吧。
[01:45:33] 上才艺来直接看，
[01:45:34] 先来一句名言警句啊，
[01:45:37] 此时此刻我要吟诗一首，
[01:45:39] 为其艰难才更显勇毅。
[01:45:41] 这个读记住了，
[01:45:43] 不要写错别字，
[01:45:44] 唯其独行才弥足珍贵。
[01:45:47] 好了，
[01:45:47] 再接着往下走。
[01:45:49] 再接着往下走，
[01:45:50] 再来一句万能的影响，
[01:45:51] 那么站在第二个100年奋斗目标的历史交汇点下，
[01:45:55] 面向十五五迈步新征程。
[01:45:57] 解决好民生问题是夺取全面建设社会主义现代化国家新胜利的关键。
[01:46:03] 这是第二句影响，
[01:46:04] 第三句。
[01:46:05] 第三句是什么？
[01:46:06] 兄弟们号召。
[01:46:07] 为此，
[01:46:07] 我们要坚定信念，
[01:46:08] 满怀信心，
[01:46:09] 保持风雨无阻向前进的奋进姿态，
[01:46:12] 激昂越是向前。
[01:46:13] 艰险越向前的精气神保有踏平坎坷成大道，
[01:46:16] 都把艰险又触发的顽强意志。
[01:46:18] 方等书写更新完美的时代篇章就过了，
[01:46:22] 大家觉得可以吗？
[01:46:24] 可以的话就给老师打飞机。
[01:46:26] 也就过了啊，
[01:46:27] 这些都给大家准备好了啊，
[01:46:29] 都给大家准备好了，
[01:46:31] 那么这就是我给大家写的这篇文章，
[01:46:33] 这篇文章呢，
[01:46:34] 是给大家专门的抄的字数的，
[01:46:36] 但是抄的字数呢？
[01:46:38] 是为了让你们能够好好的去理解怎么样把字数凑出来，
[01:46:43] 因为而且凑的比较精彩。
[01:46:45] 其实你中间随便少哪一个删哪一个，
[01:46:48] 都是无所谓的，
[01:46:49] 大家觉得可以吧？
[01:46:50] 各位觉得可以吗？
[01:46:53] 各位，
[01:46:53] 你看啊，
[01:46:54] 在我的评论区还就是问这个老师问那个老师挑这家机构挑那家机构，
[01:47:00] 你现在你就记住了，
[01:47:01] 你是在出心功考就行了。
[01:47:03] 好吗？
[01:47:04] 同学们，
[01:47:04] 你要实在不行的话，
[01:47:06] 我干脆把政治理论给大家讲了算了，
[01:47:10] 哎呀我嗯。
[01:47:10] 我直接免费给你们加吧，
[01:47:12] 我把世界这个市面上的政治老师就干干趴下算了，
[01:47:16] 不给他们机会了，
[01:47:17] 我把数量也给你们讲了算了，
[01:47:19] 行吗？
[01:47:19] 反正我一开始在这个行业，
[01:47:21] 一开始我就去讲数量和面试的。
[01:47:23] 也不是不能讲行不行，
[01:47:25] 哎呀，
[01:47:25] 我讲数量关系各各位，
[01:47:27] 我就教你们八种题型，
[01:47:28] 然后呢，
[01:47:29] 你们保证你们能够拿到60%的准确率，
[01:47:32] 对于你们所有同学来讲。
[01:47:34] 国考15道题，
[01:47:35] 如果能够做对八道，
[01:47:37] 你能够满意吗？
[01:47:38] 满意的话给老师打个一国考15道题，
[01:47:41] 然后呢，
[01:47:42] 你就跟着我学八节课。
[01:47:44] 然后呢？
[01:47:44] 我保证你能对四道题，
[01:47:46] 因为国考每年它这八道八种体型是必考的，
[01:47:50] 然后剩下11道，
[01:47:52] 剩下11道你随便猜。
[01:47:54] 就能够猜对四分之一，
[01:47:56] 然后能够对到二点六到，
[01:47:58] 就像三道左右，
[01:47:59] 也就能够对到七道，
[01:48:00] 我问大家一下，
[01:48:02] 以你们现在数量的水平，
[01:48:04] 如果就是。
[01:48:04] 15道数量关系啊，
[01:48:06] 15道数量关系能够对个七道八道，
[01:48:09] 你们满意吗？
[01:48:10] 满意的话就敲个一，
[01:48:11] 不满意的话就敲个二，
[01:48:13] 谁都这是最底线，
[01:48:14] 也能够保证你们对个八道。
[01:48:16] 我觉得对你来说足够了，
[01:48:18] 行吧啊，
[01:48:18] 别讨论了，
[01:48:19] 那么痛苦，
[01:48:20] 我直接到时候给你免费添加，
[01:48:22] 我给你讲吧。
[01:48:23] 行吧，
[01:48:24] 你仔细总结一下，
[01:48:26] 每年都是考什么经济利润问题？
[01:48:31] 都是考什么经济利润问题，
[01:48:33] 还考什么同学们还考什么工程问题，
[01:48:37] 工程问题每年必考吧，
[01:48:39] 还考什么？
[01:48:40] 偶尔的那么这些是必考的，
[01:48:42] 还有那些不必考的，
[01:48:43] 比如说牛吃草问题，
[01:48:45] 背个公式就直接解决了的好吧，
[01:48:47] 当然概率问题肯定也是考的。
[01:48:49] 是吧，
[01:48:49] 还有什么问题啊？
[01:48:50] 各位有的同学还打出一个行程问题，
[01:48:54] 行程问题我建议大家就算了，
[01:48:56] 同学们。
[01:48:57] 你行程问题就别再听了，
[01:48:58] 你信不信我的话，
[01:49:00] 各位行程问题，
[01:49:01] 尤其是什么小车追追小车，
[01:49:03] 小球追小球，
[01:49:04] 尤其是我们很多女同学，
[01:49:06] 还有我们男同学当中的。
[01:49:08] 学渣根本就搞不明白，
[01:49:09] 我求你了，
[01:49:10] 你别学什么行程问题，
[01:49:12] 我这些年教学生，
[01:49:13] 我发现只要那个行程问题，
[01:49:15] 基本上就是绝杀最快的。
[01:49:17] 各位行程问题就是啊，
[01:49:18] 每每次同学们遇到哦小车撞小车哦，
[01:49:21] 什么相向而行啊，
[01:49:23] 哎呦，
[01:49:23] 香不香香哦哦哦？
[01:49:24] 崩溃了，
[01:49:25] 你知道吧？
[01:49:26] 你要让他开个车去追女朋友，
[01:49:28] 他没问题，
[01:49:29] 他都弄得很清楚，
[01:49:30] 你只要给他说这个车八点先走啊，
[01:49:33] 接着这个车九点先走，
[01:49:35] 这个车中间又停了多少？
[01:49:37] 这个车中间呢，
[01:49:38] 才停了几下，
[01:49:39] 最后他们在这个地方相遇了，
[01:49:41] 然后呢？
[01:49:42] 请问一下哎，
[01:49:43] 就是那他们的速度各是多少崩溃了？
[01:49:46] 兄弟崩溃了，
[01:49:47] 各位你们知道行程问题，
[01:49:49] 为什么崩溃吗？
[01:49:50] 因为行程问题本质上它还有点和物理的那种感觉似的。
[01:49:55] 各位物理这种东西是绝对考智商的数量关系不是？
[01:50:00] 数量关系，
[01:50:00] 你们只学八种基本体型，
[01:50:02] 完全够用好吗？
[01:50:03] 同学们，
[01:50:04] 别在这边焦虑了好吗？
[01:50:06] 你看啊，
[01:50:07] 焦虑的话呢，
[01:50:08] 贯穿着大家的一生。
[01:50:11] 今天的话呢，
[01:50:12] 有一个同学来找我了，
[01:50:13] 他说呢，
[01:50:14] 他失恋了，
[01:50:15] 失恋了是什么呢？
[01:50:16] 是因为他觉得他这个女朋友啊。
[01:50:19] 长得非常的漂亮，
[01:50:20] 他以后再也不会找到这么美丽的女朋友了。
[01:50:25] 请问大家一下，
[01:50:26] 你们觉得他说的这句话有没有问题？
[01:50:28] 各位，
[01:50:29] 我觉得他这句话是非常有问题的，
[01:50:31] 你可以说我从此之后再也找不到这么好的女朋友了。
[01:50:35] 但是你不要说我再也找不到号那么美丽的女朋友了，
[01:50:39] 你和一个男同学在一起，
[01:50:41] 你和一个女同学在一起是因为她好，
[01:50:44] 不要因为她的颜值。
[01:50:46] 大家现在听清楚了吗？
[01:50:48] 就像你报袁东老师的课，
[01:50:50] 你是因为袁东老师的才华，
[01:50:52] 你不是因为袁东老师的。
[01:50:54] 颜值好吧，
[01:50:55] 我的颜值是什么？
[01:50:56] 我的颜值都是美颜啊，
[01:50:58] 兄弟们，
[01:50:59] 你要见到我的话，
[01:51:00] 你突然就会吐的，
[01:51:01] 知道吗？
[01:51:02] 你要是因为颜值的话，
[01:51:04] 你们可以看一下有多少美女？
[01:51:06] 事后颜值全部都不行了，
[01:51:10] 有多少帅哥事后颜值也全部都不行了。
[01:51:15] 各位颜值是靠不住的，
[01:51:16] 只有好才是靠得住的，
[01:51:18] 行吗？
[01:51:19] 各位，
[01:51:19] 我的另外我特别插播一天广告给你们，
[01:51:23] 实在说一下，
[01:51:24] 我对大家。
[01:51:25] 除了我用美颜这一件事情，
[01:51:26] 对不起你们，
[01:51:27] 其他我觉得我没有什么对不起你们，
[01:51:30] 从课程的研发到课讲课的质量，
[01:51:32] 我觉得我真心的对过大家。
[01:51:34] 所以我只是用美颜这一件事情是确实坑坑蒙拐骗，
[01:51:37] 有点骗大家了，
[01:51:39] 所以我把我的课程就卖99块钱，
[01:51:41] 也不太贵。
[01:51:42] 好吧，
[01:51:42] 要不然的话，
[01:51:43] 我真的我必须把我课程至少加十块钱，
[01:51:46] 各位就是因为我觉得我内心当中还是有点小小的惭愧的，
[01:51:50] 用了美颜，
[01:51:50] 对不起大家，
[01:51:51] 我这辈子除了在用美颜这件事情欺骗过你们。
[01:51:54] 其他我没有用过，
[01:51:56] 因为我本人长得比较丑，
[01:51:58] 各位，
[01:51:58] 但是我的人品非常的好，
[01:52:00] 你们知道吗？
[01:52:01] 你们知道。
[01:52:01] 怎么样去鉴别一个人的人品吗？
[01:52:04] 你就看看他的前男友，
[01:52:06] 还有他的前女友对他的人品的评价好不好？
[01:52:10] 知道吗？
[01:52:11] 你看我的前女友，
[01:52:13] 哎呀，
[01:52:13] 现在都在某部委。
[01:52:15] 做了处长了，
[01:52:16] 然后呢？
[01:52:17] 现在还觉得我的人品挺好的，
[01:52:19] 现在还经常找我聊个天，
[01:52:22] 知道吗？
[01:52:22] 当时的话呢，
[01:52:23] 就是因为他考的是。
[01:52:25] 哎呀，
[01:52:25] 这个系统我呢就想考到他的上级的系统，
[01:52:30] 我就专门考了他这个系统。
[01:52:33] 各位结果的话呢，
[01:52:34] 就是因为那个我在那个地方，
[01:52:36] 那个股票还有4000多万，
[01:52:39] 我当时错过了这个机会，
[01:52:41] 当时的话呢，
[01:52:42] 他呢就把我给斩了。
[01:52:43] 他把他把就他把我就给斩了，
[01:52:46] 各位斩也就斩吧，
[01:52:47] 上岸第一剑先斩意中人啊，
[01:52:50] 多么痛的领悟，
[01:52:51] 实际上我是最知道这件事情的。
[01:52:54] 我当时是觉得我们成立一个小家庭，
[01:52:57] 然后呢？
[01:52:58] 是吧？
[01:52:58] 我有钱，
[01:52:59] 你有职位，
[01:53:00] 而且我考个中央部委不就是手拿把枪吗？
[01:53:03] 你别着急。
[01:53:04] 后来的话呢，
[01:53:05] 他把我斩了，
[01:53:06] 斩了之后的话呢，
[01:53:07] 就是后来到了第二年，
[01:53:09] 结果我那个4000多万的股票还没有给我套现，
[01:53:12] 我就生气了，
[01:53:13] 我又考了一个国家广电总局。
[01:53:15] 我就去找他了，
[01:53:17] 我去找他，
[01:53:17] 你猜他跟我说的是什么吗？
[01:53:19] 大家知道他跟我说的是什么吗？
[01:53:22] 他跟我说我不想找一个同事。
[01:53:24] 我说为什么？
[01:53:26] 我说你以前不是说我要进入体制内的吗？
[01:53:30] 啊，
[01:53:30] 我现在要进入体制内来找你了，
[01:53:33] 他说因为在部委的话呢，
[01:53:35] 一个男的没有什么出息，
[01:53:37] 这些同事呢，
[01:53:38] 我现在跟他们在一起，
[01:53:40] 我觉得他们都没有钱，
[01:53:41] 不好。
[01:53:42] 于是呢，
[01:53:42] 我又退了，
[01:53:43] 兄弟们，
[01:53:44] 我又退了，
[01:53:45] 我退了之后的话呢，
[01:53:47] 各位结果的话呢，
[01:53:48] 那我说我现在还是在这家机构好好的干吧。
[01:53:52] 是吧，
[01:53:53] 然后呢？
[01:53:53] 挣钱嘛，
[01:53:54] 然后结果这家机构第二年上说明年就上市，
[01:53:58] 又失败了，
[01:53:59] 所以。
[01:53:59] 我就没戏了。
[01:54:01] 什么叫舔狗？
[01:54:03] 什么叫一无所有啊？
[01:54:06] 多么痛的领悟，
[01:54:08] 你是我的全部。
[01:54:11] 真的，
[01:54:11] 兄弟们，
[01:54:12] 最后你会发现就是舔狗一无所有啊。
[01:54:14] 是吧，
[01:54:15] 到最后的话呢，
[01:54:17] 那你现在怎么样？
[01:54:19] 哎呀。
[01:54:19] 他又来找我，
[01:54:20] 他又说，
[01:54:21] 哎呀，
[01:54:21] 我现在想想你还挺好的，
[01:54:23] 我估计他就天天在抖音直播间里面数我卖了多少个99，
[01:54:28] 发现我的99卖的人也挺多的。
[01:54:30] 是吧，
[01:54:31] 他数了我的99，
[01:54:32] 他现在说我人品好。
[01:54:34] 我就直接跟他说了一句话，
[01:54:36] 我说哎呀，
[01:54:37] 其实我想了一下。
[01:54:38] 我们俩呢，
[01:54:39] 也不太适合在一起，
[01:54:41] 就是跟你的那段时间里边的话呢，
[01:54:43] 我一直啊，
[01:54:44] 就是各方面也不太好，
[01:54:46] 经济条件也不好。
[01:54:47] 我之所以现在有了一点微薄的收入。
[01:54:50] 哎呀，
[01:54:51] 也是在某个时间阶段里面，
[01:54:53] 突然就起来的，
[01:54:54] 我大多数时间都是不行的，
[01:54:57] 不管是啊，
[01:54:58] 金钱还是什么，
[01:54:59] 你所谓的职位都是不行的。
[01:55:01] 所以我们即使走的话，
[01:55:03] 当时在一起了也没有办法能够坚持下去，
[01:55:07] 大家现在能够听懂了吗？
[01:55:08] 各位，
[01:55:09] 我再跟你说一下。
[01:55:10] 大家把这句话记在评论区，
[01:55:13] 你爱的人。
[01:55:15] 在你的前途里。
[01:55:18] 你的前途里站着你爱的人，
[01:55:20] 相信我的话好吗？
[01:55:22] 同学们，
[01:55:23] 别再难过了好吗？
[01:55:24] 记住我跟你说的话啊。
[01:55:27] 在所有的勇气里，
[01:55:28] 如果你现在一无所有的话，
[01:55:31] 我最喜欢破釜沉舟，
[01:55:32] 背水一战，
[01:55:33] 那种没招了，
[01:55:34] 硬着头皮干的感觉。
[01:55:36] 太爽了，
[01:55:37] 我称之为大运前的核心装备好吗？
[01:55:41] 小爱同学对。
[01:55:43] 播放愿得一心人。
[01:55:46] 为你播放包含愿的一心人的古诗小小爱同学播放李行亮，
[01:55:53] 愿得一心人。
[01:55:56] 好的，
[01:55:57] 小爱想陪你一起听会员歌曲，
[01:56:00] 李行亮的愿得一人心，
[01:56:02] 该歌曲来自天飞音乐。
[01:56:17] 啊。
[01:56:20] 曾在我背后小小阶层里的那个人陪伴我漂洋过海，
[01:56:28] 经过每一段旅程，
[01:56:30] 隐形的稻草人守护我的天。
[01:56:34] 总以为爱情能让未来只为一个人关了灯，
[01:56:41] 依旧在处处角落的那个人变成过许多年来纪念爱情。
[01:56:49] 的表面消失的那个人回不去的，
[01:56:54] 今天忘不了爱过的人，
[01:56:57] 才会对过往。
[01:56:59] 认真只愿得一人心，
[01:57:03] 白首不分离。
[01:57:06] 这简单的话语，
[01:57:09] 需要巨大的勇气。
[01:57:12] 没想过失去你，
[01:57:15] 只是在骗自己，
[01:57:17] 最后你深深藏在我的歌声里。
[01:57:22] 只愿得一人心，
[01:57:25] 白首不分离。
[01:57:27] 这清晰的话语，
[01:57:30] 嘲笑孤单的自己。
[01:57:33] 当我能见到你，
[01:57:35] 却一直骗自己，
[01:57:38] 依然你听不到我唱的这首歌，
[01:57:43] 我想唱给你。
[01:57:45] 嗯嗯嗯。
