[00:00:00] 他对你说，
[01:41:05] 个性化，
[01:41:06] 我后面还会再讲。
[01:41:07] 这节课只是给大家起个头，
[01:41:10] 乡村振兴的要把它背下来。
[01:41:12] 然后呢，
[01:41:12] 还有一个大家来看一下行政执法的，
[01:41:16] 要把它背下来。
[01:41:17] 好文化呢，
[01:41:19] 要把它背下来。
[01:41:21] 生态的要把它背下来。
[01:41:23] 经济的要把它背下来。
[01:41:26] 好科技的，
[01:41:27] 要把它背下来，
[01:41:28] 现在考科技的。
[01:41:30] 好，
[01:41:30] 大家再来看人生好的道理，
[01:41:33] 要把它背下来，
[01:41:34] 坏的道理要把它背下来。
[01:41:36] 好，
[01:41:36] 还有这种叫做成绩和问题，
[01:41:39] 如果你打算在你的开头结尾需要加成绩问题的，
[01:41:43] 也可以把这个模板背下来。
[01:41:45] 好，
[01:41:46] 再接着看个性化的背景，
[01:41:48] 我把民生的生态的法制的给大家准备好了。
[01:41:53] 如果你想用背景的话，
[01:41:55] 我把科技的经济的给大家准备好了，
[01:41:58] 在你们讲义上都有认真看。
[01:42:00] 好，
[01:42:00] 再来看一下我把文化的给大家准备好了。
[01:42:06] 好，
[01:42:06] 另外一个，
[01:42:07] 如果有同同学还怕的话，
[01:42:09] 我又给你们准备了很多的东西，
[01:42:12] 政治领域的个性化的背景也给大家准备好了。
[01:42:16] 又给大家反正准备的足够多，
[01:42:18] 今年民生领域的也给大家准备好了。
[01:42:21] 好，
[01:42:21] 这些都是背景句啊，
[01:42:23] 你想把它写的出神入化都是没有问题的，
[01:42:26] 只要你你愿意背。
[01:42:28] 好经济的也给你准，
[01:42:30] 又额外再准备了一些。
[01:42:35] 好，
[01:42:36] 大家再来看一下乡村振兴的背景剧，
[01:42:40] 也给你准备了很多。
[01:42:43] 行政执法的，
[01:42:44] 请问大家一下，
[01:42:45] 行政执法的，
[01:42:46] 你们去年那个奔跑？
[01:42:49] 还有一个目标，
[01:42:50] 那个题目可不可以直接用的上去？
[01:42:53] 就是二六年的那个可以用的吗？
[01:42:56] 各位。
[01:42:57] 就是奔跑和目标，
[01:42:58] 法治兴则国兴，
[01:42:59] 法治强则国强。
[01:43:00] 如果是让法治扎根人民群众心中，
[01:43:03] 这些话可不可以直接用？
[01:43:05] 可以直接用啊，
[01:43:06] 各位在你们讲义上全部都是和我这个PPT同步的，
[01:43:11] 你们就把它背下来。
[01:43:12] 文化领域涉及到这个呢，
[01:43:15] 可以被。
[01:43:17] 然后生态环保领域也不是可以被。
[01:43:24] 科技领域也给你准备好了，
[01:43:26] 这些都是背景句。
[01:43:29] 名言警句能不能把把背名言警句背几组名言警句捡自己最喜欢的也是背五组。
[01:43:37] 把它背五组啊，
[01:43:38] 你来看一下，
[01:43:39] 我给大家，
[01:43:40] 你们就说实话，
[01:43:41] 给你们准备的这些素材，
[01:43:43] 如果组合起来。
[01:43:45] 能不能支持大家写出几十万种不同的文章，
[01:43:48] 完全是可以的吧？
[01:43:50] 你名言警句不一样，
[01:43:51] 你背景不一样，
[01:43:52] 问题不一样，
[01:43:53] 成绩不一样，
[01:43:54] 影响不一样。
[01:43:55] 这些组合排列组合起来无穷无尽啊。
[01:43:58] 行吗？
[01:43:59] 在你们的讲义最后它是和我这个PPT是同步的。
[01:44:04] 大家能背吗？
[01:44:06] 我希望您给老师去发个小试行不行？
[01:44:10] 能不能再发个试？
[01:44:12] 各位，
[01:44:12] 这节课一定要打卡啊。
[01:44:15] 一定要打卡，
[01:44:16] 你自己给我写一个开头行吧，
[01:44:18] 自己写一个开头，
[01:44:20] 写完那个开头，
[01:44:21] 然后后面一定加一句。
[01:44:23] 不被是小dog。
[01:44:26] 求求大家了，
[01:44:27] 我给大家说一下，
[01:44:28] 给大家做这个研发真的也是挺累的。
[01:44:34] 我问大家一下，
[01:44:36] 具体多少亿啊？
[01:44:38] 自己往讲义上翻一下，
[01:44:40] 静下心行吗？
[01:44:42] 静下心还多少页都不知道了，
[01:44:44] 现在就把你惯的就已经要上天了，
[01:44:47] 让你背都不背，
[01:44:49] 还多少页？
[01:44:50] 这个PPT和你们的讲义是同步的。
[01:44:54] 能背吗？
[01:44:55] 能背的话，
[01:44:56] 给老师打个一，
[01:44:58] 你甚至都不愿意称我一声教父oh my god，
[01:45:02] 现在还在为我讲义多少页？
[01:45:06] oh my god，
[01:45:07] 一路走来你也很不容易吧，
[01:45:10] 工作上的压力，
[01:45:11] 情感中的辛酸，
[01:45:13] 生活当中的挫折。
[01:45:15] 曾经让你濒临崩崩溃吧，
[01:45:17] 你小学没考上好的小学吧，
[01:45:19] 中学没考上好的中学吧，
[01:45:21] 大学没考上好的大学吧。
[01:45:23] 经历了一个又一个的磨难，
[01:45:25] 再回首那些当时你以为过不去的坎也已经渐行渐远了，
[01:45:30] 人这一生啊，
[01:45:31] 就是一个不断。
[01:45:32] 开网。
[01:45:34] 不断向前的过程吧，
[01:45:35] 那些你以为永远无法释怀的伤痛，
[01:45:38] 终会在时间的冲刷下慢慢淡去，
[01:45:40] 当你学会与自己和解，
[01:45:42] 与过去告别，
[01:45:43] 你就会发现原来生活还有这么多美好，
[01:45:46] 等待你发现。
[01:45:47] 但是这些美好需要你备一点东西行吗？
[01:45:50] 真正的强大不是从不流泪，
[01:45:52] 而是流过泪之后依然能笑着面对生活，
[01:45:55] 笑着给我背啊。
[01:45:56] 能从悲伤中落落大方，
[01:45:58] 走出来的人都是艺术家，
[01:46:00] 你不背你肚子里面没有货，
[01:46:02] 你天天就讲着个性化个性化。
[01:46:05] 有用吗？
[01:46:06] 请问大家一下，
[01:46:07] 如果你真的就是肚子里面实在是没有货，
[01:46:11] 你天天在里面跟着我们这些同行去喊个性化，
[01:46:15] 个性化，
[01:46:16] 个性化。
[01:46:16] 有用吗？
[01:46:17] 同学们有用吗？
[01:46:18] 哎，
[01:46:19] 别人的个性化是真的能够展现出自己高的水水平，
[01:46:23] 不管是创造力还是想象力，
[01:46:26] 你的个性化。
[01:46:27] 完美的展示了你是什么小学，
[01:46:29] 完美的展示了你是什么中学，
[01:46:32] 完美的展示了你是什么大学，
[01:46:35] 你这辈子谈过几次恋爱，
[01:46:37] 有过人爱过你吗？
[01:46:39] 你自己什么水平你不知道吗？
[01:46:41] 你如果觉得自己过去不是那么光彩的话，
[01:46:45] 光辉的话，
[01:46:46] 辉煌的话，
[01:46:47] 你先把它给我背一背。
[01:46:49] 行吗？
[01:46:49] 然后你会发现你背的多了，
[01:46:53] 你就能够变成艺术家了。
[01:46:56] 行的话，
[01:46:56] 给老师打个一同学们，
[01:46:58] 把艺术家打在评论区。
[01:47:00] 把艺术家打在评论区，
[01:47:03] 小爱同学嗯，
[01:47:05] 播放平凡日子里的挣扎。
[01:47:09] 好的，
[01:47:09] 小艾想陪你一起听会员歌曲，
[01:47:12] 小鹿的平凡日子里的挣扎，
[01:47:15] 因为我知道你们背起来肯定很痛苦，
[01:47:18] 但是每一个就背五组。
[01:47:20] 其实是可以的，
[01:47:22] 时间来得及，
[01:47:23] 同学们加油吧，
[01:47:25] 加油，
[01:47:25] 我研发到位了，
[01:47:27] 需要你们配合我。
[01:47:29] 只要你总论点分类点不跑题，
[01:47:31] 肯定拿下肯定拿下，
[01:47:33] 今年研发绝对牛逼绝对牛逼，
[01:47:35] 你待会背的时候你一字一句你就知道东哥多牛逼了啊，
[01:47:40] 不是东哥这个研发多么好了。
[01:47:42] 记住啊，
[01:47:43] 打卡打卡，
[01:47:45] 还有素材十大热点话题，
[01:47:48] 最后猜不中直接来干，
[01:47:51] 我猜中了。
[01:47:53] 你甚至都没有喊我一声教父oh my god。
[01:47:58] 我眼泪。
[01:48:02] 不知道人间生活的人总是百般滋味。
[01:48:10] 也知道成年人的世界会在瞬间崩溃。
[01:48:18] 我们留在平凡的日子里，
[01:48:21] 拼命挣扎，
[01:48:23] 拼命想付求别人期待的人呐，
[01:48:27] 就算四海为家，
[01:48:29] 就算风吹雨打。
[01:48:31] 也要微笑着说，
[01:48:33] 我还好，
[01:48:34] 我们躲在无人的角落里捡拾伤疤，
[01:48:39] 拼命的不想让眼泪流。
