[00:00:00] 公平。
[01:44:59] 兄弟们，
[01:44:59] 我觉得。
[01:45:00] 老马，
[01:45:00] 我可能不能够，
[01:45:01] 但是如果有一天李忠凯啊，
[01:45:04] 兄弟们真的被评为，
[01:45:05] 比如说中国100共产党170年，
[01:45:08] 180年的这种七一党章呢，
[01:45:11] 我觉得凯哥。
[01:45:12] 我一定在北京吃，
[01:45:13] 请他吃顿饭，
[01:45:14] 也希望他能够哎过来给我赏个面子，
[01:45:17] 行不行？
[01:45:18] 好了，
[01:45:19] 那我问大家一下，
[01:45:20] 如果说勇气，
[01:45:21] 意志和本领，
[01:45:23] 李宗凯可不可以用航天团队？
[01:45:25] 可不可以用我们那个红船？
[01:45:28] 可不可以用？
[01:45:29] 你会发现都是可以的，
[01:45:31] 所以这些东西啊，
[01:45:33] 大家提前把它准备好好吗？
[01:45:36] 提前准备好OK？
[01:45:37] 然后呢？
[01:45:37] 请问你看这些都是国考考的题目，
[01:45:40] 你不是从材料当中改写例子，
[01:45:42] 你觉得不够吗？
[01:45:43] 那么坚定信念，
[01:45:44] 务实有为，
[01:45:45] 理性思考。
[01:45:46] 从个体的微观的角度，
[01:45:48] 李东凯从中观的角度，
[01:45:50] 塞罕坝的那个六位老头，
[01:45:52] 还有从宏观的角度，
[01:45:54] 或者是航天团队。
[01:45:56] 从宏观的角度，
[01:45:57] 我们的党史那个红船是吧？
[01:46:00] 红军队，
[01:46:01] 然后呢？
[01:46:01] 还有我们的国家。
[01:46:03] 疫情防控行不行都是可以的。
[01:46:06] 还有脱贫攻坚可不可以都是可以的，
[01:46:09] 现在清洗了吗？
[01:46:10] 各位清晰的话，
[01:46:12] 给老师打飞机，
[01:46:13] 你看梦想创新实干也是可以的，
[01:46:16] 好了，
[01:46:16] 大家再来看一下。
[01:46:18] 我现在问大家一下，
[01:46:19] 这些都是不同年份的一个考试，
[01:46:22] 但是大家觉得这些考试是一样吗？
[01:46:25] 大家看这个是浙江的考试。
[01:46:27] 我问大家一下，
[01:46:28] 我稍微的把它换一下。
[01:46:30] 始于冒新，
[01:46:31] 基于创新。
[01:46:32] 实实干和我们这个是二三年啊，
[01:46:36] 好像是二二年的。
[01:46:38] 这两个题一样吗？
[01:46:40] 这是大约是二二年国考的题。
[01:46:43] 然后呢，
[01:46:43] 大家再来看一下，
[01:46:45] 这个是二，
[01:46:46] 这个是二，
[01:46:46] 三年浙江省考的题，
[01:46:48] 这两个题本质上一样，
[01:46:50] 不一样的话，
[01:46:51] 给老师打个一不一样的话，
[01:46:53] 给老师打个二。
[01:46:55] 各位很多同学考一年考不上，
[01:46:57] 我理解考两年考不上，
[01:46:59] 我理解考三年，
[01:47:00] 人家把题目就给你换了一个词。
[01:47:03] 完全是一样的，
[01:47:04] 你再考不上，
[01:47:05] 就怪你自己了，
[01:47:06] 行吗？
[01:47:06] 同学们。
[01:47:07] 好了，
[01:47:07] 另外呢，
[01:47:08] 名言警句，
[01:47:09] 大家要想加的话，
[01:47:10] 也给大家和开头一样，
[01:47:12] 准备了这么多。
[01:47:14] 这些名言警句呢，
[01:47:15] 大家都可以直接用。
[01:47:17] 这些名言警句，
[01:47:18] 这些名言警句在你们讲义的最后都给你附上去了，
[01:47:22] 那么另外还给你附的更加细致，
[01:47:24] 政治类的名言警句准备了这么多。
[01:47:27] 哎，
[01:47:27] 如果你想要更加个性化的，
[01:47:29] 也有也给你准备好了啊，
[01:47:30] 你每一节课就是一块钱，
[01:47:32] 你看你这一块钱我给你准备的研发，
[01:47:34] 你如果考的经济类这些也可以用。
[01:47:37] 当然呢，
[01:47:37] 我估计大家也背不了，
[01:47:39] 背不了你就不用没关系，
[01:47:40] 不用也没关系，
[01:47:41] 社会类的也给你准备好了。
[01:47:43] 还有一个那么文化类的，
[01:47:45] 也给你准备好了。
[01:47:47] 还有一个生态类的，
[01:47:49] 也给你准备好了。
[01:47:50] 啊，
[01:47:50] 大家觉得可以吗？
[01:47:52] 可以的话给老师打个一。
[01:47:55] 各位最后的话呢，
[01:47:56] 给大家分享一个小小的故事吧，
[01:47:59] 刚才的话呢，
[01:48:00] 我怕影响大家听课的时间，
[01:48:02] 没有分享完。
[01:48:03] 各位，
[01:48:04] 我给每人说一下，
[01:48:05] 大家从内心里面来讲，
[01:48:08] 你们是支持外企还是支持中国的民营企业？
[01:48:12] 就是从朴素的一个作为中国人的角度上来讲，
[01:48:16] 大家是不是理论上来讲，
[01:48:18] 应该大家都支持民企啊？
[01:48:20] 后来呢，
[01:48:21] 我们支持民企，
[01:48:22] 支持他们自主研发，
[01:48:24] 结果后来这些民企老板真正发了财干的第一件事情，
[01:48:28] 大家告诉我是什么事情？
[01:48:30] 就是五险一金，
[01:48:31] 没有办法给大家正常的交是吧？
[01:48:34] 哎，
[01:48:34] 还有什么问题，
[01:48:36] 同学们还有一个把钱呢，
[01:48:38] 全部转到国外了。
[01:48:40] 哎，
[01:48:40] 把自己呢挣钱的时候说自己是民企，
[01:48:43] 然后呢哎，
[01:48:43] 就是需要挣钱的时候说自己是民企，
[01:48:46] 就像娃哈哈的那个老板一样，
[01:48:48] 结果最后一看生了孩子全部都是美国人。
[01:48:51] 然后呢，
[01:48:52] 另外把员工能不能当成人看？
[01:48:54] 同学们，
[01:48:55] 你们觉得他有把员工当成人看吗？
[01:48:58] 没有吧，
[01:48:58] 到最后把公司掏空了，
[01:49:00] 把员工呢坑的要死，
[01:49:02] 员工呢，
[01:49:02] 到了35岁，
[01:49:03] 不管你男的女的全部。
[01:49:05] 给你裁了，
[01:49:06] 然后各位，
[01:49:07] 但是你们有没有发现就是有一些外企，
[01:49:11] 大家有没有发现还挺讲规矩的？
[01:49:14] 有没有同学你们是你们有没有身边的亲戚朋友同学在外企工作的，
[01:49:20] 你们有没有发现人家就是五险一金是正常交的？
[01:49:25] 有发现了吗？
[01:49:26] 另外一个有没有发现就是这些外企五险一金是正常交的，
[01:49:31] 还有一个这些外企一般35岁裁员的。
[01:49:35] 也稍微的少一点，
[01:49:36] 大家同意吧，
[01:49:37] 并且要加班的话，
[01:49:39] 大概率还会给加班费吧，
[01:49:41] 请问大家一下。
[01:49:43] 这个时候，
[01:49:44] 外企为什么会存在这种情况？
[01:49:48] 各位外企在外国，
[01:49:50] 他们有工会，
[01:49:51] 他们有无产阶级给他们斗争了上百年。
[01:49:56] 所以呢，
[01:49:56] 斗争的他们也守了很多的规矩，
[01:49:59] 各位。
[01:50:00] 我觉得中国民营企业的老板99%的我，
[01:50:04] 说实话都是不上档次的。
[01:50:07] 你们同意我的判断的话，
[01:50:08] 就给老师打个一不同意我的判断的话，
[01:50:11] 就给老师打个二。
[01:50:12] 各位，
[01:50:13] 所以我自己创业以后啊，
[01:50:15] 不管我对我们公司的老师也好，
[01:50:17] 还有对我们公司的员工也好。
[01:50:20] 我就努力的想做这个1%的人好，
[01:50:23] 我真的我这几年的话呢，
[01:50:25] 业务发展还算比较顺利，
[01:50:27] 我们公司的话呢，
[01:50:28] 所有的员工。
[01:50:29] 每一年，
[01:50:30] 因为现在我们的同事呢，
[01:50:31] 也在这个直播间里面维持这个秩序，
[01:50:34] 我们我尽量的保证我们公司的每个员工每一年的工资。
[01:50:38] 不要少于20个月的工资，
[01:50:40] 不要少于20个月的工资，
[01:50:43] 另外一个我的面试老师招人，
[01:50:45] 我也是给大家发的工给所有面试老师发的，
[01:50:48] 是整个行业最高的工资，
[01:50:50] 我要骗你们是孙子。
[01:50:52] 各位就是为什么？
[01:50:53] 因为我自己经历的很多的经历。
[01:50:57] 让我觉得我对中国的民营企业是绝望的。
[01:51:01] 我对中国的很多民营企业是绝望的，
[01:51:04] 你们知道吗？
[01:51:05] 就是你想我曾经在一家公司打工，
[01:51:08] 最后的话呢，
[01:51:09] 所有挣的钱600多万，
[01:51:10] 把北京的房子都卖了。
[01:51:12] 投过去卖股票，
[01:51:14] 另外拒绝了中宣部，
[01:51:16] 国家广电总局，
[01:51:17] 国家发改委。
[01:51:19] 然后呢，
[01:51:19] 就全心全意的在这个企业里边努力的奋斗，
[01:51:23] 还奋斗了，
[01:51:24] 成了这个企业的高管，
[01:51:26] 还有名师。
[01:51:27] 各位，
[01:51:28] 我再说一下，
[01:51:29] 你们知道我曾经是粉笔的副总裁，
[01:51:31] 但是我这件事情不是说粉笔，
[01:51:34] 我先把粉笔给你们排除啊，
[01:51:36] 免得误伤。
[01:51:37] 各位，
[01:51:37] 我是这个，
[01:51:38] 我最后都奋斗成这个企业的高管名师，
[01:51:41] 我把我自己身体都搞垮了。
[01:51:43] 到最后呢，
[01:51:44] 你会发现怎么样？
[01:51:46] 钱也没挣着，
[01:51:47] 然后呢，
[01:51:48] 股票也没弄着什么。
[01:51:50] 中宣部，
[01:51:50] 国家广电总局，
[01:51:52] 国家发改委。
[01:51:53] 也没弄到，
[01:51:54] 各位。
[01:51:55] 可怜巴巴的。
[01:51:57] 好吧，
[01:51:57] 最后的话呢？
[01:51:58] 公司的话呢？
[01:51:59] 哎，
[01:52:00] 我不想给大家说了，
[01:52:01] 很多东西说了之后，
[01:52:03] 你觉得你都想死，
[01:52:04] 你知道吗？
[01:52:05] 兄弟们，
[01:52:06] 所以真的有一个同学来告诉我一个月找到一个工作，
[01:52:11] 月薪3000，
[01:52:12] 大家觉得要干不要干。
[01:52:14] 他就跟我说了，
[01:52:15] 他现在找到一个工作，
[01:52:17] 月薪3000，
[01:52:17] 并且呢，
[01:52:18] 他这次面试没有成功。
[01:52:20] 他说这个老板给他说，
[01:52:22] 将来会给他多么高的职位。
[01:52:24] 他说如果他这次还能考上公务员。
[01:52:27] 你们告诉我，
[01:52:28] 我是应该支持他在这个公司工作，
[01:52:32] 还是让他去这个公务员，
[01:52:34] 大家告诉我。
[01:52:35] 我是我会怎么选择？
[01:52:36] 各位，
[01:52:37] 如果我跟你装逼的话，
[01:52:38] 我就跟你说人生就旷野，
[01:52:40] 哎呀，
[01:52:40] 在哪里发光就行，
[01:52:42] 都是为人民服务，
[01:52:43] 但是现实它不一定是这个样子。
[01:52:45] 我还是希望你做出更好的选择，
[01:52:47] 这个同学呢？
[01:52:48] 昨天晚上来给我连麦，
[01:52:50] 他考上了事业编，
[01:52:51] 我觉得他考上公务员也只是时间问题，
[01:52:53] 他的面试就差了零点一分，
[01:52:55] 说实话，
[01:52:56] 零点一分就是个运气。
[01:52:57] 行吧，
[01:52:58] 各位另外一个所有的同学，
[01:53:00] 你们答应我，
[01:53:01] 将来如果你们成为一个公务员之后。
[01:53:05] 我不要求你们偏向老板，
[01:53:08] 我也不要求大家偏向员工，
[01:53:11] 我就要求大家在。
[01:53:13] 他们被拖欠工资的时候，
[01:53:16] 在他们被利益被侵害的时候，
[01:53:19] 能不能就是从严？
[01:53:21] 能不能从快的帮他们处理一下，
[01:53:24] 大家觉得能就给老师打个，
[01:53:27] 能不能就给老师打个不能？
[01:53:29] 因为很多人真的是很多员工，
[01:53:32] 真的是没有挣到钱，
[01:53:33] 很可怜你，
[01:53:34] 你也不要搞死老板，
[01:53:36] 老板也不一定就是错的，
[01:53:38] 但是你就在法律的框架之下。
[01:53:40] 就是严格执行法律，
[01:53:42] 但是你严格一点，
[01:53:43] 还有快速一点帮他们处理，
[01:53:46] 因为很多员工家里真的不一定揭开的锅，
[01:53:49] 你给他拖一个月。
[01:53:51] 拖两个月，
[01:53:52] 他的老板可能感觉不到，
[01:53:54] 但是这个员工各位。
[01:53:56] 一个家庭可能就垮了，
[01:53:58] 你们现在可能不理解经济的含义。
[01:54:02] 你们知道就是在中国绝大多数家庭最后离婚的原因，
[01:54:07] 你们知道是什么吗？
[01:54:09] 同学们，
[01:54:10] 绝大多数家庭离婚的原因，
[01:54:12] 你们知道是什么吗？
[01:54:14] 真的是，
[01:54:14] 就是经济的原因，
[01:54:16] 所以有的时候你说你们这些年人年轻人结婚，
[01:54:19] 就说有的时候父母让你找个门当户对的。
[01:54:23] 我现在问大家一下，
[01:54:24] 或者让你找一个没当户对的，
[01:54:26] 比如说你家庭条件还不错，
[01:54:28] 你父母让你找一个家庭条件和你们家差不多的。
[01:54:32] 你觉得父母这个现在能够理解了吗？
[01:54:35] 能够理解的话，
[01:54:36] 给老师打个一不能够理解的话，
[01:54:39] 给老师打个二我我。
[01:54:40] 有的时候你知道吗？
[01:54:42] 就是可能这个员工他本来还有一笔钱能够付起这个结婚的费用，
[01:54:48] 能够挽救这个家庭，
[01:54:49] 现在没有了。
[01:54:52] 就没办法了，
[01:54:53] 我只希望大家能够公平公正，
[01:54:57] 快一点的提升一点效率的。
[01:55:00] 就是严格按照法律规定的，
[01:55:03] 帮一帮那些弱势的群体吧。
[01:55:06] 好吗？
[01:55:07] 这就是我们的一个约定吧，
[01:55:09] 行不行？
[01:55:10] 行的话给老师打个一。
[01:55:12] 好吧，
[01:55:12] 你看东哥给大家说这个事，
[01:55:14] 又有的同学在评论区打出来说东哥离婚了，
[01:55:18] 哎呀我的妈呀。
[01:55:19] 我也不知道你这个申论发散，
[01:55:22] 我让你改写材料，
[01:55:23] 我没有说让你瞎编材料行吗？
[01:55:26] 同学们，
[01:55:26] 我刚才材料当中我。
[01:55:28] 那个主体不要变，
[01:55:30] 改写材料是主体加对策加影响，
[01:55:33] 那个对策我刚才确实说了，
[01:55:35] 一个离婚或者影响确。
[01:55:38] 这个主体不是我行吗？
[01:55:40] 你看说离婚的这个肯定又是个抠脚大汉，
[01:55:44] 天天就等着我婚姻破裂，
[01:55:47] 想跟我结婚，
[01:55:48] 我我是。
[01:55:49] 啊你你你我的评论区吧，
[01:55:51] 多少同学天天就喊老公老公老公哎呦，
[01:55:54] 我那些同行都很嫉妒，
[01:55:56] 我说哎呦，
[01:55:57] 你看袁东长得多帅，
[01:55:58] 多有魅力啊，
[01:55:59] 多有钱啊，
[01:56:00] 多有职位啊。
[01:56:01] 人家女学员都问他叫老公，
[01:56:03] 我心里边只是在那边默默发笑，
[01:56:06] 所有在评论区这么豪放，
[01:56:07] 这么淫荡的，
[01:56:08] 没有一个是女的，
[01:56:10] 有一个算一个，
[01:56:11] 全部是抠脚大汉。
[01:56:12] 这些人天天上课，
[01:56:13] 他不想着停车位，
[01:56:15] 他就想着把我掰弯，
[01:56:17] 你知道吗？
[01:56:17] 我能让你掰弯了吗？
[01:56:19] 兄弟们，
[01:56:20] 我一个科五万多人都掰不弯我。
[01:56:22] 哎呀，
[01:56:23] 兄弟们。
[01:56:24] 求求你了，
[01:56:25] 放轻松吧，
[01:56:25] 好吗？
[01:56:26] 所以的话呢，
[01:56:27] 现在我很多同行，
[01:56:28] 自从我我原来我不说，
[01:56:29] 后来我说了被他们知道了，
[01:56:31] 现在我很多同行都在到处造谣，
[01:56:34] 说我是个gay。
[01:56:34] 是吧，
[01:56:35] 行吧。
[01:56:36] 各位同学，
[01:56:37] 我也无所谓了，
[01:56:38] 反正一个人呢，
[01:56:40] 天才的人物应该像流星一样燃烧自己，
[01:56:43] 照亮他所处的时代，
[01:56:45] 一个人只要牺牲了自我，
[01:56:47] 能够欢乐大家。
[01:56:48] 我也愿意行吧，
[01:56:49] 同学们，
[01:56:50] 今天的话呢，
[01:56:51] 就给大家讲这么多好了，
[01:56:53] 今天就给大家讲这么多。
[01:56:55] 也非常的感谢最后的话呢，
[01:56:57] 对我们刚才那个失恋的同学呢，
[01:57:00] 送一首歌，
[01:57:01] 这首歌的名字叫一个多情又无情的人，
[01:57:04] 我非常喜欢开着一辆一辆越野越野车去沙漠的时候。
[01:57:09] 听这首歌。
[01:57:10] 小爱同学播放花姐一个多情有无情的人。
[01:57:18] 好的，
[01:57:18] 小艾想陪你一起听我的歌曲，
[01:57:21] 大点声，
[01:57:22] 小爱同学大点声。
[01:57:25] 小爱同学，
[01:57:27] 大点声。
[01:57:30] 小爱同学，
[01:57:33] 大点声。
[01:57:35] 徐徐又放下了手腕，
[01:57:39] 就像我最心爱的人。
[01:57:43] 每一个难眠的夜晚，
[01:57:46] 想着我最思念的人。
[01:57:50] 一个多情又无情的人呐，
[01:57:54] 就像手心里握不住的沙。
[01:57:59] 喝下这最烈的酒，
[01:58:02] 随便放就浪迹天涯一个多星。
[01:58:08] 无情的远方就像天边月镜子里的花，
[01:58:15] 喝下了最烈的酒，
[01:58:18] 随便放。
[01:58:19] 随便吧。
[01:58:24] 谁让我爱上了你，
[01:58:28] 谁让我没那两颗心，
[01:58:32] 一次次原谅着你的过错。
[01:58:37] 一次次为难我自己。
[01:58:40] 难过的时候总独自流泪，
[01:58:46] 醒来后叫做无所谓。
[01:58:50] 哎，
[01:58:50] 可多情又无情的人啊，
[01:58:54] 就像手心里握不住的香。
[01:58:59] 喝下了最烈的酒。
