[00:00:00] 对呀。
[01:37:15] 这个我们这个。
[01:37:17] 同学呢，
[01:37:17] 一起给他推荐哎，
[01:37:19] 现在的话呢，
[01:37:20] 他又在一家企业当上了一个这种副总。
[01:37:23] 然后呢，
[01:37:23] 你会发现给了他一个平台之后，
[01:37:26] 立马人又活起来了，
[01:37:28] 然后呢，
[01:37:28] 身材又好起来了，
[01:37:30] 然后呢，
[01:37:30] 皮肤呢，
[01:37:31] 也好起来了，
[01:37:32] 颜值呢，
[01:37:33] 也好起来了。
[01:37:34] 满脸上呢，
[01:37:35] 写的不再是那种苦了满脸上，
[01:37:37] 而是写的那种甜啊，
[01:37:39] 那种甜蜜蜜啊，
[01:37:40] 兄弟们。
[01:37:41] 所以的话呢，
[01:37:42] 当你遇到苦难的时候，
[01:37:44] 亲爱的同学们，
[01:37:45] 记住我今天跟你说的这一段话，
[01:37:48] 你人生的每一次飞跃都是在低谷之后。
[01:37:51] 学业，
[01:37:51] 工作，
[01:37:52] 爱情都是如此，
[01:37:53] 所以境遇不加时，
[01:37:55] 不要抱怨气馁，
[01:37:56] 而是把它当做扎根，
[01:37:58] 折服，
[01:37:58] 修心的良好时机。
[01:38:00] 而奇妙的是，
[01:38:01] 每当你关注自我当下和生活本身能量和好运，
[01:38:05] 就仿佛在悄然聚集并于某个时机给你惊喜。
[01:38:09] 好吧，
[01:38:09] 我们直播间里面的话呢，
[01:38:11] 一直有个同学，
[01:38:13] 这个同学的昵称叫告在抖音上，
[01:38:15] 他的昵称也叫告最近每天的话呢，
[01:38:18] 都在我直播间里面留言。
[01:38:20] 说他被他女朋友就是戴了一个绿帽子，
[01:38:23] 然后呢，
[01:38:23] 问我应该怎么办，
[01:38:25] 前几天说说，
[01:38:25] 哎呀，
[01:38:26] 我觉得他给我戴绿帽子，
[01:38:28] 我也能够理解他的难处。
[01:38:30] 是吧，
[01:38:30] 所以的话呢，
[01:38:31] 我也不恨他，
[01:38:32] 各位，
[01:38:32] 我当时就想他给你戴绿帽子，
[01:38:34] 你能理解他什么难处啊，
[01:38:35] 是你那方面的功能有问题啊，
[01:38:37] 还是怎么回事？
[01:38:38] 然后呢，
[01:38:39] 结果今天又跟我说，
[01:38:41] 哎呀，
[01:38:41] 已经不在乎了，
[01:38:42] 说还是希望他的女朋友呢，
[01:38:44] 能够回来再找他两个人一起开开开心心的玩耍。
[01:38:48] 然后呢？
[01:38:49] 说每天的话呢？
[01:38:50] 都睡不着觉，
[01:38:51] 各位以后别在我直播间里面再刷这种评论了，
[01:38:54] 抖音会给封号的。
[01:38:56] 这这个工序良俗行吗？
[01:38:58] 你们已经不适合了，
[01:39:00] 过去也就过去了，
[01:39:01] 告同学，
[01:39:02] 我今天我这段话是跟你说的，
[01:39:04] 哎呀，
[01:39:05] 不要觉得以后找不到那么好的人了，
[01:39:08] 各位以后照样能够找到那么好的人。
[01:39:10] 上节课我就跟大家说了，
[01:39:12] 你别说你找不到这么漂亮的人了，
[01:39:15] 你找不到这么帅的人了，
[01:39:17] 各位。
[01:39:18] 你们知道杨幂有一个老公，
[01:39:20] 这个老公叫什么名字？
[01:39:22] 我之前的话呢，
[01:39:23] 我还跟她老公认识过，
[01:39:25] 叫什么来着？
[01:39:26] 杨幂之前有个老公，
[01:39:27] 他都不要了，
[01:39:28] 是叫刘恺威是吧？
[01:39:30] 各位，
[01:39:30] 我一开始我觉得杨幂嫁给刘恺威，
[01:39:33] 我当时就不服，
[01:39:34] 我觉得杨幂至少应该嫁给我这样的那么帅的吧。
[01:39:38] 各位，
[01:39:38] 我觉得为什么要嫁给刘恺威的话呢？
[01:39:40] 一点都不帅，
[01:39:41] 为什么要嫁给他？
[01:39:42] 明明我又有才华，
[01:39:43] 又有颜值，
[01:39:44] 干脆就嫁给我。
[01:39:45] 我也是在北京，
[01:39:46] 为什么要嫁给一个香港人呢？
[01:39:48] 各位，
[01:39:48] 你们知道吗？
[01:39:49] 有一次我坐飞机去香港，
[01:39:51] 哎呀我的妈呀，
[01:39:52] 我和刘恺威坐在一起，
[01:39:54] 我那次的话呢，
[01:39:55] 为了装逼买了个头等舱，
[01:39:57] 结果呢，
[01:39:58] 和刘恺威撞在一起。
[01:39:59] 各位，
[01:40:00] 我才知道什么叫人外有人，
[01:40:02] 天外有天，
[01:40:03] 我当时就觉得这个刘恺威长得太帅了，
[01:40:06] 我当时就心想杨幂是咋回事啊？
[01:40:08] 你你就没有发现刘恺威的帅。
[01:40:11] 兄弟们，
[01:40:12] 就你会发现啊，
[01:40:13] 我跟你说一下，
[01:40:15] 这个世界上帅的人好看的人太多了啊，
[01:40:19] 很多人的这种身材颜值。
[01:40:21] 真的就是是没有止境的，
[01:40:23] 你现在只是一个井底之蛙，
[01:40:25] 你见识的少了一些，
[01:40:26] 你不要天天漂亮不漂亮，
[01:40:28] 帅不帅的？
[01:40:29] 那连刘恺威这样的男人都会被他老婆甩了，
[01:40:32] 你还你被戴个绿帽子又有什么了不起的呢？
[01:40:36] 是不是这你比刘恺威你你身高没有刘恺威高，
[01:40:40] 你颜值也没有他好，
[01:40:42] 你不就带了绿帽子吗？
[01:40:44] 无所谓。
[01:40:45] 那总比你结婚之后就是有了一堆娃，
[01:40:48] 然后呢，
[01:40:48] 又离婚了好一点吧，
[01:40:50] 所以不合适的，
[01:40:51] 在结婚之前分手，
[01:40:53] 其实上天是对你的恩赐。
[01:40:55] 你想想要一旦面临婚姻的破裂，
[01:40:57] 其实更难过，
[01:40:58] 行不行？
[01:40:59] 同学们，
[01:40:59] 记住我跟你说的话。
[01:41:01] 在你遇到不顺的时候，
[01:41:03] 不管是学业，
[01:41:04] 工作，
[01:41:05] 爱情，
[01:41:05] 记住我说的话，
[01:41:06] 专注自我，
[01:41:07] 向内求索，
[01:41:08] 专注当下，
[01:41:09] 专注生活本身，
[01:41:10] 能量和好运。
[01:41:11] 像圣斗士星矢一样，
[01:41:13] 就会有小宇宙在你身边悄然聚集，
[01:41:16] 并且在某个时机给你惊喜的。
[01:41:19] 好吗？
[01:41:20] 同学们好吧，
[01:41:21] 也就给大家说这么多了啊，
[01:41:25] 小爱同学嗯，
[01:41:26] 播放成都。
[01:41:28] 好呀，
[01:41:29] 想爱和你一起欣赏音乐会员，
[01:41:34] 尊享歌曲赵雷的成都。
[01:41:45] 啊。
[01:41:47] 让我掉下眼泪的，
[01:41:51] 不知昨夜的酒，
[01:41:55] 让我依依不舍的。
[01:41:59] 不止你的温柔，
[01:42:03] 比如还要走多久，
[01:42:08] 你攥着我的手，
[01:42:12] 让我。
[01:42:13] 感到为难的是挣扎的自由。
[01:42:21] 分别总是在九月，
[01:42:25] 回忆是思念的愁，
[01:42:29] 深秋嫩绿的垂柳亲吻。
[01:42:34] 住我额头再那么久，
[01:42:39] 已与你相称。
[01:42:41] 我从未忘记你唱歌带不走的，
[01:42:48] 只有你。
[01:42:50] 和我在成都的街头走一走，
[01:42:58] 如果我不知道。
[01:43:02] 所有的灯都熄灭了，
[01:43:06] 也不停留，
[01:43:08] 又挽着我的衣袖。
[01:43:12] 我会把手揣进裤兜，
[01:43:16] 走到玉林路的尽头，
[01:43:20] 坐在小酒馆的门口。
[01:43:26] 嗯。
[01:43:37] 灭世界。
