[00:00:00] 要别人去。
[01:40:03] 你会发现出现了一个书名号，
[01:40:06] 书名号，
[01:40:07] 它本身就是一个对策。
[01:40:09] 他本身就是对这篇文章的，
[01:40:11] 就是高度的一个题目概括总结，
[01:40:14] 所以我就直接把它写下来。
[01:40:16] 追寻。
[01:40:17] 长期。
[01:40:19] 价值OK，
[01:40:20] 现在我们大家下还差一个影响，
[01:40:23] 这个影响如果我只写一个共创美好未来，
[01:40:27] 大家觉得可以的话，
[01:40:28] 敲个一不可以的话，
[01:40:30] 敲个二。
[01:40:31] 我写一个不画美好蓝图，
[01:40:33] 我写一个构建发展新格局，
[01:40:35] 你会发现都可以谱写发展新篇，
[01:40:37] 开创事业发展新局面都是可以的，
[01:40:40] 但是。
[01:40:40] 我还是想从，
[01:40:41] 因为他给的材料比较多，
[01:40:44] 我还是想从材料当中找灵感，
[01:40:46] 哎呦，
[01:40:47] 我看到危机这个词，
[01:40:48] 我又想到化劣势为优势。
[01:40:51] 我能不能写化危机？
[01:40:54] 为心肌，
[01:40:55] 大家觉得可以不？
[01:40:57] 各位依然是可以的，
[01:40:59] 你看尽量的还是从里边去找词去踩它。
[01:41:04] 好吧，
[01:41:04] 好，
[01:41:05] 这个也就给大家搞定了，
[01:41:06] 当然有的同学说老师我就是120斤，
[01:41:09] 130斤的反骨，
[01:41:10] 我就不想用那个，
[01:41:11] 我就想自己写一个奔赴长远征程，
[01:41:14] 我觉得也是没问题的啊。
[01:41:15] 好，
[01:41:16] 没问题，
[01:41:16] 好，
[01:41:16] 再接着带着大家往下走，
[01:41:19] 我现在问大家一下，
[01:41:20] 你们觉得这个乙好用不好用？
[01:41:23] 这节课给你们准备的几好不好用？
[01:41:26] 你们一节课就花就花个几毛钱啊，
[01:41:28] 然后呢，
[01:41:28] 我一定要让你们知道你们花的这个钱放在哪里去的？
[01:41:32] 各位，
[01:41:33] 这个乙好用吗？
[01:41:34] 但是有没有同学觉得乙有点重复，
[01:41:37] 好像学学到最后只会写为笔。
[01:41:40] 有这种感觉的话，
[01:41:41] 打个一各位，
[01:41:42] 你们的很多问题我都收集了，
[01:41:45] 我们给大家全面做了改进啊，
[01:41:47] 给大家准备了很多的这种模板和套路，
[01:41:50] 大家可以跟着学。
[01:41:52] 行吧，
[01:41:52] 各位以什么为笔？
[01:41:54] 我们以刚才那个给大家改写绘就新画卷，
[01:41:58] 可以不？
[01:41:59] 以什么危机筑牢压舱石？
[01:42:02] 可以不以什么为链串体全闭环行不？
[01:42:07] 以什么为牌？
[01:42:09] 擦亮金名片可以不以什么为异赋能加速度可以不那么以什么为？
[01:42:17] 行啊，
[01:42:17] 驱动发展局可以不？
[01:42:20] 然后呢？
[01:42:20] 以什么为旗走活一盘棋可以不？
[01:42:24] 以什么为项锚定总坐标可以不？
[01:42:27] 以什么为标绘就新图景可以不？
[01:42:30] 你们觉得这些老师给大家准备的用心吗？
[01:42:34] 用心吗？
[01:42:35] 各位这些的话呢，
[01:42:36] 大家截个图，
[01:42:37] 我需要你把它今天晚上抄一遍，
[01:42:39] 因为我给你记在书上，
[01:42:41] 你就不看了，
[01:42:42] 这些大家如果到时候用不上，
[01:42:44] 我就跳楼。
[01:42:45] 自绝于天下，
[01:42:47] 你给我抄一遍。
[01:42:48] 行吗？
[01:42:49] 行的话给老师打个一各位。
[01:42:52] 我我我给大家准备的研发其实是非常细致的，
[01:42:56] 我今天给大家准备的研发，
[01:42:57] 只要你把这些用上去，
[01:42:59] 直接就能拿一类文，
[01:43:00] 前期是你总论点分类点，
[01:43:02] 不别跑题。
[01:43:02] 你们如果听过我去年的课，
[01:43:04] 再看今天的讲义，
[01:43:06] 真的是给你做了100%的更新了，
[01:43:08] 你一定把它准备以什么为核，
[01:43:10] 激活原动力行吗？
[01:43:12] 以什么为魂，
[01:43:13] 把稳方向盘行吗？
[01:43:15] 以什么为底，
[01:43:16] 铺就心底色行吗？
[01:43:18] 以什么为根，
[01:43:19] 厚植软实力行吗？
[01:43:21] 以什么为纲，
[01:43:23] 统领发展局。
[01:43:24] 以什么为门拓展出圈路，
[01:43:27] 以什么为桥打通转化链，
[01:43:29] 以什么为州开辟新航道。
[01:43:32] 各位，
[01:43:32] 如果说你们不背的话，
[01:43:34] 不愿意把它抄一遍的话，
[01:43:36] 你们每一节课打卡都是有礼物的，
[01:43:39] 第一节课你哪怕你就抄一，
[01:43:41] 你就写最自己最爱的四句话。
[01:43:43] 行吧，
[01:43:44] 我不要求你全准备，
[01:43:46] 因为都是通用的，
[01:43:47] 以什么开篇谱写新华章，
[01:43:50] 以什么攻坚书写新答卷，
[01:43:52] 以什么突围打造新。
[01:43:54] 常情以什么落脚交出成绩单，
[01:43:57] 以什么破局构建新格局，
[01:43:59] 以什么发力绘就新图景，
[01:44:01] 以什么赋能激活新动能，
[01:44:04] 以什么托底夯实硬支撑。
[01:44:06] 可以吗？
[01:44:07] 各位，
[01:44:07] 再给大家来一点啊，
[01:44:09] 各位，
[01:44:09] 因为你不是说怕可以重复吗？
[01:44:12] 我就让你们不重复啊，
[01:44:13] 以什么蓄力筑牢新支撑，
[01:44:15] 以什么提效？
[01:44:16] 开创新格局，
[01:44:18] 以什么增色铺旧新，
[01:44:20] 跨界以什么铸魂发换发新气象，
[01:44:23] 以什么统领破画新蓝图，
[01:44:25] 以什么拓局。
[01:44:26] 开创新赛道，
[01:44:28] 以什么赋能拓宽新路径，
[01:44:30] 以什么聚力书写新答卷。
[01:44:32] 我猜看谁给我说重复，
[01:44:34] 谁以后再骂我。
[01:44:36] 我你你以后要在在网上在抖音上在小红书上在骂我，
[01:44:39] 我就直接干你是吧，
[01:44:40] 直接干到你家里面，
[01:44:41] 我就拿着这些，
[01:44:42] 我就让你背，
[01:44:43] 我就问你背下来了吗？
[01:44:44] 你只要把这些背下来，
[01:44:46] 你怎么可能会重复的？
[01:44:47] 怎么还担心模板呢？
[01:44:48] 你平常连个脑子都不愿意用，
[01:44:51] 东哥把脑子直接给你放在这了，
[01:44:53] 好以什么积极带动整体跃升哎，
[01:44:56] 你四个字的也给你准备好了。
[01:44:58] 以什么延伸撬动持续价值？
[01:45:00] 以什么兴村激活内生循环，
[01:45:03] 以抓什么根本夯实物质基础，
[01:45:06] 锚定什么方向走实之路？
[01:45:09] 各位，
[01:45:09] 我就看以后谁谁要再说跟着我学大作文模板，
[01:45:13] 只能拿个基础分，
[01:45:14] 我真的我我有时候你知道吗？
[01:45:17] 我真的也很悲哀，
[01:45:18] 我那些同行侮辱我就罢了，
[01:45:20] 有的个别同学真的就是哎呀，
[01:45:23] 你想想这些东西，
[01:45:24] 你稍微换个词不就是不用模板的吗？
[01:45:27] 我把你教会，
[01:45:28] 肯定我要先给你讲一定的基本规律啊，
[01:45:31] 那哪个老师前几节课不给你讲哪个基础的东西啊，
[01:45:35] 不得给你讲哪个模板啊？
[01:45:37] 俺给你发弄这个模板，
[01:45:38] 俺费多大力气啊，
[01:45:40] 俺得想很多很多时间给你弄成不重样的，
[01:45:43] 把素材给你准备好了，
[01:45:44] 有哪个老师能够像俺这样用心啊，
[01:45:47] 俺一节课俺就收恁几毛钱。
[01:45:49] 结果你好，
[01:45:50] 你你不但不甘心，
[01:45:51] 你还到处去骂俺，
[01:45:53] 你弄的俺课都卖不动了是吧？
[01:45:55] 你能闹的话，
[01:45:56] 那那真太闹了，
[01:45:57] 那那这些人实在是应该好好反思一下自己。
[01:46:00] 是吧，
[01:46:01] 明明自己肚子里面没有货，
[01:46:03] 然后呢，
[01:46:03] 到最后吧，
[01:46:04] 那都怪老师，
[01:46:05] 哎呦什么，
[01:46:06] 给你个模板，
[01:46:07] 老师给你模板，
[01:46:08] 你不会换个词啊，
[01:46:09] 你看我统统一就是一破题，
[01:46:11] 换了那么多次。
[01:46:13] 不就行了吗？
[01:46:14] 我刚才夸了你们很多方面啊，
[01:46:16] 大家。
[01:46:17] 哎，
[01:46:17] 你们我用我一夸人呢，
[01:46:18] 就想用山东话啊，
[01:46:20] 所以的话呢，
[01:46:21] 你你你没听懂，
[01:46:22] 你就记住东哥是夸你的也就行了，
[01:46:24] 好吧，
[01:46:24] 好好的把它看一看，
[01:46:26] 背一背好吧。
[01:46:27] 好了，
[01:46:27] 各位，
[01:46:28] 我再给大家说一下，
[01:46:30] 今天已经开始进行大指纹了，
[01:46:33] 我现在告诉你们，
[01:46:35] 如果小题。
[01:46:36] 你前面的小题没有听的，
[01:46:38] 你就抓紧时间补一下回放，
[01:46:40] 能做到的话给老师打个一好吧，
[01:46:42] 然后呢大作文呢，
[01:46:44] 如果有直播，
[01:46:45] 你就尽量的跟直播，
[01:46:46] 他和前面的小题呢？
[01:46:48] 不冲突，
[01:46:49] 我们一起呢，
[01:46:50] 跟着我把这个课搞定行不行？
[01:46:52] 我给大家说一下，
[01:46:53] 因为大作文这种东西啊，
[01:46:55] 申论这种东西尤其到了大作文没有老师带着很多同学，
[01:46:59] 他自己根本就不愿意去写。
[01:47:01] 你们是这种情况的话，
[01:47:03] 给老师打个六，
[01:47:04] 不是这种情况的话，
[01:47:05] 给老师打个七，
[01:47:06] 有有老师带着呢，
[01:47:07] 我都是一句话一句话带着你写，
[01:47:10] 你也能够跟下来了，
[01:47:11] 各位，
[01:47:11] 你这样跟下来。
[01:47:12] 我最后大指纹其实提分很快，
[01:47:15] 我有绝招帮你的，
[01:47:16] 但是我请你配合我一下，
[01:47:18] 每节课听完了，
[01:47:19] 自己找几个标题写一写，
[01:47:21] 每节课让你背的东西，
[01:47:23] 你把它背一背。
[01:47:24] 你会发现你一直在进步，
[01:47:26] 你的进步，
[01:47:27] 你一定是能够感受到的，
[01:47:29] 行吗？
[01:47:30] 好了，
[01:47:30] 所有的同学最后鸡汤的环节，
[01:47:33] 你可以消沉，
[01:47:34] 也可以抱怨，
[01:47:35] 甚至可以崩溃，
[01:47:36] 但是你一定要懂得自愈，
[01:47:38] 当你内心足够坚定的时候，
[01:47:41] 谁也没有办法影响你。
[01:47:42] 人生有梦，
[01:47:43] 还是要追啊，
[01:47:44] 一生中中要努力做自己喜欢的事，
[01:47:48] 成为自己想成为的人，
[01:47:50] 人生中需要有那么几个瞬间，
[01:47:52] 让自己开心到爆。
[01:47:54] 幸福到晕，
[01:47:55] 请问这几个瞬间对于你们来说包不包刊考上公务员，
[01:48:00] 同学们可以在评论区告诉我？
[01:48:03] 如果考公是一件可以让你人生当中几个瞬间让你开心到爆，
[01:48:09] 幸福到晕的事情，
[01:48:11] 那么我希望你勇敢的追梦。
[01:48:13] 但是为了这份幸福，
[01:48:15] 你可能要付出一段时间的努力，
[01:48:18] 人不能苦一辈子，
[01:48:19] 但是总要苦一阵子。
[01:48:21] 行吗？
[01:48:22] 同学们，
[01:48:22] 人不能苦一辈子，
[01:48:25] 但是总要苦一阵子。
[01:48:27] 今年你就必其功于一役，
[01:48:29] 把它给我考上去，
[01:48:31] 如果每年付出一分，
[01:48:33] 十年付出十分才考上的话，
[01:48:35] 你不如今年就直接干个十分的努力。
[01:48:39] 直接干上去，
[01:48:40] 以后再也不要学行测，
[01:48:42] 再也不要学申论了，
[01:48:44] 好好的幸福吧，
[01:48:45] 大好的青春年华应该浪费在为人民服务上，
[01:48:49] 应该浪费在。
[01:48:50] 去看祖国的山山水，
[01:48:52] 水上应该浪费在和自己的亲人爱人共处的时光上。
[01:48:57] 希望大家能够加把劲，
[01:49:00] 小爱同学，
[01:49:01] 我在播放一路生花。
[01:49:05] 好啊，
[01:49:05] 请欣赏一路生花试听版手机，
[01:49:09] 打开小米音箱APP，
[01:49:11] 开通音乐会员听全曲。
[01:49:14] 把面试页敲在评论区。
[01:49:17] 要给大家加一节课啊，
[01:49:19] 加一节课，
[01:49:19] 因为我们给大家准备的研发的东西太多了，
[01:49:23] 需要加点内容啊，
[01:49:25] 卖课的时候说是19节课，
[01:49:27] 实际上也给你加课的，
[01:49:29] 别着急。
[01:49:30] 幻想像年少的梦，
[01:49:33] 话不在天空，
[01:49:35] 等海鸥先走它。
[01:49:38] 讲义QQ群里面都给你们传啊。
[01:49:45] 悲哀吧。
